Webpage_id,Tag
4237,clinicalTrials
4238,clinicalTrials
4239,clinicalTrials
4240,clinicalTrials
4241,clinicalTrials
4242,clinicalTrials
4243,clinicalTrials
4244,clinicalTrials
4245,clinicalTrials
4246,clinicalTrials
4247,clinicalTrials
4248,clinicalTrials
4249,clinicalTrials
4250,clinicalTrials
4251,clinicalTrials
4252,clinicalTrials
4253,clinicalTrials
4254,clinicalTrials
4255,clinicalTrials
4256,clinicalTrials
4257,clinicalTrials
4258,clinicalTrials
4259,clinicalTrials
4260,clinicalTrials
4261,clinicalTrials
4262,clinicalTrials
4263,clinicalTrials
4264,clinicalTrials
4265,clinicalTrials
4266,clinicalTrials
4267,clinicalTrials
4268,clinicalTrials
4269,clinicalTrials
4270,clinicalTrials
4271,clinicalTrials
4272,clinicalTrials
4273,clinicalTrials
4274,clinicalTrials
4275,clinicalTrials
4276,clinicalTrials
4277,clinicalTrials
4278,clinicalTrials
4279,clinicalTrials
4280,clinicalTrials
4281,clinicalTrials
4282,clinicalTrials
4283,clinicalTrials
4284,clinicalTrials
4285,clinicalTrials
4286,clinicalTrials
4287,clinicalTrials
4288,clinicalTrials
4289,clinicalTrials
4290,clinicalTrials
4291,clinicalTrials
4292,clinicalTrials
4293,clinicalTrials
4294,clinicalTrials
4295,clinicalTrials
4296,clinicalTrials
4297,clinicalTrials
4298,clinicalTrials
4299,clinicalTrials
4300,clinicalTrials
4301,clinicalTrials
4302,clinicalTrials
4303,clinicalTrials
4304,clinicalTrials
4305,clinicalTrials
4306,clinicalTrials
4307,clinicalTrials
4308,clinicalTrials
4309,clinicalTrials
4310,clinicalTrials
4311,clinicalTrials
4312,clinicalTrials
4313,clinicalTrials
4314,clinicalTrials
4315,clinicalTrials
4316,clinicalTrials
4317,clinicalTrials
4318,clinicalTrials
4319,clinicalTrials
4320,clinicalTrials
4321,clinicalTrials
4322,clinicalTrials
4323,clinicalTrials
4324,clinicalTrials
4325,clinicalTrials
4326,clinicalTrials
4327,clinicalTrials
4328,clinicalTrials
4329,clinicalTrials
4330,clinicalTrials
4331,clinicalTrials
4332,clinicalTrials
4333,clinicalTrials
4334,clinicalTrials
4335,clinicalTrials
4336,clinicalTrials
4337,clinicalTrials
4338,clinicalTrials
4339,clinicalTrials
4340,clinicalTrials
4341,clinicalTrials
4342,clinicalTrials
4343,clinicalTrials
4344,clinicalTrials
4345,clinicalTrials
4346,clinicalTrials
4347,clinicalTrials
4348,clinicalTrials
4349,clinicalTrials
4350,clinicalTrials
4351,clinicalTrials
4352,clinicalTrials
4353,clinicalTrials
4354,clinicalTrials
4355,clinicalTrials
4356,clinicalTrials
4357,clinicalTrials
4358,clinicalTrials
4359,clinicalTrials
4360,clinicalTrials
4361,clinicalTrials
4362,clinicalTrials
4363,clinicalTrials
4364,clinicalTrials
4365,clinicalTrials
4366,clinicalTrials
4367,clinicalTrials
4368,clinicalTrials
4369,clinicalTrials
4370,clinicalTrials
4371,clinicalTrials
4372,clinicalTrials
4373,clinicalTrials
4374,clinicalTrials
4375,clinicalTrials
4376,clinicalTrials
4377,clinicalTrials
4378,clinicalTrials
4379,clinicalTrials
4380,clinicalTrials
4381,clinicalTrials
4382,clinicalTrials
4383,clinicalTrials
4384,clinicalTrials
4385,clinicalTrials
4386,clinicalTrials
4387,clinicalTrials
4388,clinicalTrials
4389,clinicalTrials
4390,clinicalTrials
4391,clinicalTrials
4392,clinicalTrials
4393,clinicalTrials
4394,clinicalTrials
4395,clinicalTrials
4396,clinicalTrials
4397,clinicalTrials
4398,clinicalTrials
4399,clinicalTrials
4403,others
4406,news
4409,news
4417,news
4419,news
4421,news
4426,others
4429,news
4432,guidelines
4433,guidelines
4434,guidelines
4435,guidelines
4436,guidelines
4437,guidelines
4438,guidelines
4439,guidelines
4440,guidelines
4441,guidelines
4442,guidelines
4443,guidelines
4444,guidelines
4445,guidelines
4446,guidelines
4447,guidelines
4448,guidelines
4449,guidelines
4450,guidelines
4451,guidelines
4452,guidelines
4453,guidelines
4454,guidelines
4455,guidelines
4456,guidelines
4457,guidelines
4458,guidelines
4459,guidelines
4460,guidelines
4461,guidelines
4462,guidelines
4463,guidelines
4464,guidelines
4465,guidelines
4466,guidelines
4467,guidelines
4468,guidelines
4469,guidelines
4470,guidelines
4471,guidelines
4472,guidelines
4473,guidelines
4474,guidelines
4475,guidelines
4476,guidelines
4477,guidelines
4478,guidelines
4479,guidelines
4480,guidelines
4481,guidelines
4482,guidelines
4483,guidelines
4484,guidelines
4485,guidelines
4486,guidelines
4487,guidelines
4488,guidelines
4489,guidelines
4490,guidelines
4491,guidelines
4492,guidelines
4493,guidelines
4494,guidelines
4495,guidelines
4496,guidelines
4497,guidelines
4498,guidelines
4499,guidelines
4500,guidelines
4501,guidelines
4502,guidelines
4503,guidelines
4504,guidelines
4505,guidelines
4506,guidelines
4507,guidelines
4508,guidelines
4509,guidelines
4510,guidelines
4511,guidelines
4512,guidelines
4513,guidelines
4514,guidelines
4515,guidelines
4516,guidelines
4517,guidelines
4518,guidelines
4519,guidelines
4520,guidelines
4521,guidelines
4522,guidelines
4523,guidelines
4524,guidelines
4525,guidelines
4526,guidelines
4527,guidelines
4528,guidelines
4529,guidelines
4530,guidelines
4531,guidelines
4532,guidelines
4533,guidelines
4534,guidelines
4535,guidelines
4536,guidelines
4537,guidelines
4538,guidelines
4539,guidelines
4540,guidelines
4541,guidelines
4542,guidelines
4543,guidelines
4544,guidelines
4545,guidelines
4546,guidelines
4547,guidelines
4548,guidelines
4549,guidelines
4550,guidelines
4551,guidelines
4552,guidelines
4553,guidelines
4554,guidelines
4555,guidelines
4556,guidelines
4557,guidelines
4558,guidelines
4559,guidelines
4560,guidelines
4561,guidelines
4562,guidelines
4563,guidelines
4564,guidelines
4565,guidelines
4566,guidelines
4567,guidelines
4568,guidelines
4569,guidelines
4570,guidelines
4571,guidelines
4572,guidelines
4573,guidelines
4574,guidelines
4575,guidelines
4576,news
4578,news
4589,news
4595,news
4596,profile
4597,news
4600,news
4603,others
4605,news
4609,news
4611,news
4612,news
4614,news
5072,news
5098,profile
5240,profile
5241,profile
5242,profile
5243,profile
5244,profile
5245,profile
5246,profile
5247,profile
5248,profile
5249,profile
5250,profile
5251,profile
5252,profile
5253,profile
5254,profile
5255,profile
5256,profile
5257,profile
5258,profile
5259,profile
5260,profile
5261,profile
5262,profile
5263,profile
5264,profile
5265,profile
5266,profile
5267,profile
5268,profile
5269,profile
5270,profile
5271,profile
5272,profile
5273,profile
5274,profile
5275,profile
5276,profile
5277,profile
5278,profile
5279,profile
5280,profile
5281,profile
5282,profile
5283,profile
5284,profile
5285,profile
5286,profile
5287,profile
5288,profile
5289,profile
5290,profile
5291,profile
5292,profile
5293,profile
5294,profile
5295,profile
5296,profile
5297,profile
5298,profile
5299,profile
5300,profile
5301,profile
5302,profile
5303,profile
5304,profile
5305,profile
5306,profile
5307,profile
5308,profile
5309,profile
5310,profile
5311,profile
5312,profile
5313,profile
5314,profile
5315,profile
5316,profile
5317,profile
5318,profile
5319,profile
5320,profile
5321,profile
5322,profile
5323,profile
5324,profile
5325,profile
5326,profile
5327,profile
5328,profile
5329,profile
5330,profile
5331,profile
5332,profile
5333,profile
5334,profile
5335,profile
5336,profile
5337,profile
5338,profile
5339,profile
5340,profile
5341,profile
5342,profile
5343,profile
5344,profile
5345,profile
5346,profile
5347,profile
5348,profile
5349,profile
5350,profile
5351,profile
5352,profile
5353,profile
5354,profile
5355,profile
5356,profile
5357,profile
5358,profile
5359,profile
5360,profile
5361,profile
5362,profile
5363,profile
5364,profile
5365,profile
5366,profile
5367,profile
5368,profile
5369,profile
5370,profile
5371,profile
5372,profile
5373,profile
5374,profile
5375,profile
5376,profile
5377,profile
5378,profile
5379,profile
5380,profile
5381,profile
5382,profile
5383,profile
5384,profile
5385,profile
5386,profile
5387,profile
5388,profile
5389,profile
5390,profile
5391,profile
5392,profile
5393,profile
5394,profile
5395,profile
5397,profile
5399,profile
5400,profile
5401,profile
5402,profile
5403,profile
5404,profile
5405,profile
5406,profile
5407,profile
5408,profile
5409,profile
5410,profile
5411,profile
5412,profile
5413,profile
5414,profile
5415,profile
5416,profile
5417,profile
5418,profile
5419,profile
5420,profile
5421,profile
5422,profile
5425,profile
5426,profile
5429,profile
5431,profile
5460,profile
5461,profile
5463,profile
5493,profile
5494,profile
5495,profile
5497,profile
5498,profile
5499,profile
5504,profile
5505,profile
5506,profile
5507,profile
5508,profile
5509,profile
5510,profile
5511,profile
5512,profile
5513,profile
5514,profile
5515,profile
5516,profile
5517,profile
5518,profile
5519,profile
5520,profile
5521,profile
5522,profile
5523,profile
5524,profile
5525,profile
5526,profile
5527,profile
5528,profile
5529,profile
5530,profile
5531,profile
5532,profile
5533,profile
5534,profile
5535,profile
5536,profile
5537,profile
5538,profile
5539,profile
5540,profile
5541,profile
5542,profile
5543,profile
5544,profile
5545,profile
5546,profile
5547,profile
5548,profile
5550,profile
5551,profile
5552,profile
5553,profile
5554,profile
5555,profile
5556,profile
5557,profile
5558,profile
5559,profile
5560,profile
5561,profile
5562,profile
5563,others
5564,others
5565,others
5566,others
5567,others
5568,others
5569,others
5570,others
5571,others
5572,others
5573,others
5574,others
5575,others
5576,others
5577,others
5578,others
5579,others
5584,others
5590,others
5591,others
5592,profile
5593,profile
5594,profile
5595,profile
5596,profile
5597,profile
5598,others
5599,others
5600,others
5601,others
5602,others
5603,others
5604,others
5605,others
5606,others
5607,others
5608,others
5609,others
5610,others
5611,others
5612,others
5613,others
5614,others
5615,others
5616,others
5617,others
5618,others
5619,others
5620,others
5621,others
5622,others
5623,others
5624,others
5625,others
5626,others
5627,others
5628,others
5629,others
5630,others
5631,others
5632,others
5633,others
5634,others
5635,others
5636,others
5637,others
5638,others
5639,others
5640,others
5641,others
5642,others
5643,others
5644,others
5645,others
5650,others
5652,others
6002,forum
6003,forum
6004,forum
6005,forum
6006,forum
6007,forum
6008,forum
6009,forum
6010,forum
6011,forum
6012,forum
6013,forum
6014,forum
6015,forum
6016,forum
6017,forum
6018,forum
6019,forum
6020,forum
6021,forum
6022,forum
6023,forum
6024,forum
6025,forum
6026,forum
6027,forum
6028,forum
6029,forum
6030,forum
6031,forum
6032,forum
6033,forum
6034,forum
6035,forum
6036,forum
6037,forum
6038,forum
6039,forum
6040,forum
6041,forum
6042,forum
6043,forum
6044,forum
6045,forum
6046,forum
6047,forum
